0	CM-general
1	FB-general
2	CM-general
3	EC-general
4	Macro-general
5	Inter-CM-Fibro-EC-PC
6	FB-general
7	PC-general
8	CM-general
9	Inter-CM-EC
10	Inter-CM-FB
11	Inter-FB-EC
12	Lympho
13	Inter-FB-Macro
14	Endoc
15	Inter-CM-PC
16	Inter-EC-PC
17	Inter-CM-Macro
18	SMC
19	Neuro
20	EC-Ven
21	Inter-EC-Macro
22	CM-general
23	FB-perivasc
24	Epic
25	CM-vent-1
26	Inter-Macro-PC
27	Inter-CM-Lympho
28	Mast
29	Adipo
30	Cycling
31	CM-atr-1
32	CM-general
33	EC-Lymph
34	CM-general
35	CM-atr-2
36	Macro-1
